,hotel,price,rating,start_date,city
338,Avani Avenida Liberdade Lisbon Hotel,1216,8.4,2023-05-29,Lisboa
339,Stairways to Alfama,709,7.7,2023-05-29,Lisboa
340,Casa Belmonte,585,8.7,2023-05-29,Lisboa
341,Palacio Ramalhete,2227,8.8,2023-05-29,Lisboa
342,Comtesse Lisbonne Apartments,830,8.5,2023-05-29,Lisboa
343,FLH Portuguese Soul Flat with Terrace,939,7.8,2023-05-29,Lisboa
344,Universo Romantico,456,7.1,2023-05-29,Lisboa
345,Elegant 2 Bedroom Apartment in Iconic Alfama!,1341,6.8,2023-05-29,Lisboa
346,"Stay local in Alfama! Alice central home, near river",1149,8.5,2023-05-29,Lisboa
347,BmyGuest - Castelo Stylish Flat,770,7.4,2023-05-29,Lisboa
348,Ginjinha House - 4 Rooms - Bairro Alto - with AC!,715,6.6,2023-05-29,Lisboa
349,Heart of Alfama,654,9.5,2023-05-29,Lisboa
350,Akicity Lisboa Star II,1374,9.0,2023-05-29,Lisboa
351,Casa das Janelas com Vista,1104,9.0,2023-05-29,Lisboa
352,Home Out Central Roma Apartment,662,8.6,2023-05-29,Lisboa
353,Rent4Rest Dream View Apartment Lisbon,2194,8.8,2023-05-29,Lisboa
354,Lisboa Central Park Hotel Suites &amp; Studios,834,7.6,2023-05-29,Lisboa
355,Bliss Lisbon Apartments - Bairro Alto,1884,8.0,2023-05-29,Lisboa
356,Hotel Dom Sancho I,774,7.8,2023-05-29,Lisboa
357,Stay Hotel Lisboa Aeroporto,624,8.0,2023-05-29,Lisboa
358,The Blue House - Bica Yellow Tram,979,9.0,2023-05-29,Lisboa
359,FLH Typical Alfama Apartment,807,7.5,2023-05-29,Lisboa
360,The Central House Lisbon Baixa,722,9.0,2023-05-29,Lisboa
361,Modern Lisbon Apartments by SoulPlaces,1691,9.1,2023-05-29,Lisboa
362,Blue Liberdade Hotel,1717,9.6,2023-05-29,Lisboa
363,Hotel Sete Colinas,902,8.6,2023-05-29,Lisboa
364,Oak Valley Flats Bairro Alto,1368,7.9,2023-05-29,Lisboa
365,Altis Grand Hotel,1722,8.5,2023-05-29,Lisboa
366,Anjos 44 Lisbon Apartments,1143,8.1,2023-05-29,Lisboa
367,Áurea Museum by Eurostars Hotel Company,1634,8.8,2023-05-29,Lisboa
368,Chiado/Carmo Apartment,834,nan,2023-05-29,Lisboa
369,SANA Metropolitan Hotel,1110,8.5,2023-05-29,Lisboa
370,Encarnação Home,534,8.0,2023-05-29,Lisboa
371,9Hotel Mercy,1518,8.4,2023-05-29,Lisboa
372,Restauradores by Central Hill Apartments,2316,7.5,2023-05-29,Lisboa
373,"Modern 2 Bedroom Apartment in Estrela with Outside Terrace! Amazing for Families, Couples, Friends",1491,8.1,2023-05-29,Lisboa
374,Alfama Chateau - Vue Exceptionelle - Charme - Calme,1844,8.4,2023-05-29,Lisboa
375,Seven Dreams Suites,839,8.7,2023-05-29,Lisboa
376,Flores Guest House,798,8.5,2023-05-29,Lisboa
